"DATE"	"DATE_NAME"	"DATE_CODE"	"DATE_TYPE"	"DATE_TYPECODE"	"DATE_SORTORDER"	"GEOGRAPHY"	"GEOGRAPHY_NAME"	"GEOGRAPHY_CODE"	"GEOGRAPHY_TYPE"	"GEOGRAPHY_TYPECODE"	"GEOGRAPHY_SORTORDER"	"C2021_HH_1"	"C2021_HH_1_NAME"	"C2021_HH_1_CODE"	"C2021_HH_1_TYPE"	"C2021_HH_1_TYPECODE"	"C2021_HH_1_SORTORDER"	"MEASURES"	"MEASURES_NAME"	"OBS_VALUE"	"OBS_STATUS"	"OBS_STATUS_NAME"	"OBS_CONF"	"OBS_CONF_NAME"	"URN"	"RECORD_OFFSET"	"RECORD_COUNT"
"2021"	"2021"	"2021"	"date"	0	0	"2092957699"	"England"	"E92000001"	"countries"	499	0	"0"	"Number of households"	"0"	"Number of households"	1000000	0	"20100"	"Value"	23436085	"A"	"Normal Value"	"F"	"Free (free for publication)"	"Nm-2059d1d32336e0d2092957699d0d20100"	0	2
