"InternalHPID","SignatureHPID","UPRN","Price","PricePerSquareMetre","LandRegistryTransactionDate","SquareMetreSource","IndexedPrice","IndexedPricePerSquareMetre","LandRegistryPropertyType","SquareMetreSourcePropertyType","NewBuildFlag","Tenure","CouncilTaxBand","LocalAuthorityCode","SignatureHPIDCentroid_x","SignatureHPIDCentroid_y",
"bc4b4bb1-e0a2-3da3-5354-f61913919a43","e7b433db-a9e5-fdac-39de-ef9ed993a035","95505859","455000","13382.35294117647","2014-08-27","Epc Domestic","558755.65","16433.99","F","Flat","N","L","D","E09000001","531736.249","181561.631",
"8ae40ad0-5929-888f-5e4c-ad116c8d830f","5696338a-e97a-1733-8bc1-5b764862987f","200000072204","59995","1071.3392857142858","1997-09-26","Epc Domestic","486827.36","8693.35","F","Flat","N","L","","E09000001","533546.974","181366.278",
"4a5bdb17-aa2c-855c-1632-3bee01698bb2","c0d8c729-dc7c-38e1-0a0e-9daaa7349be3","200000074264","345000","4662.1621621621625","2005-05-27","Epc Domestic","1034538.22","13980.25","F","Flat","N","L","E","E09000001","532542.227","181717.327",
"83d8dd5c-5327-5a48-faf7-32ee1454d0e5","17818366-bb7a-a6ad-38d5-6aa9c164db38","200000072167","540000","9473.684210526315","2017-01-05","Epc Domestic","615488.72","10798.05","F","Flat","N","L","","E09000001","533546.623","181455.183",
"c24232c9-d318-59b6-055b-f22231bee64d","562b8c7e-ae42-be07-e288-223eb6c03264","200000069316","362000","4958.904109589041","2004-08-06","Epc Domestic","1100868.35","15080.39","F","Flat","N","L","F","E09000001","531829.203","181034.448",
"2427a6a2-c40a-b537-71a5-4c4ba975a892","acb90ca9-8895-4816-57ce-d738613860aa","200000074524","107500","1653.8461538461538","1996-11-27","Epc Domestic","1006892.28","15490.65","F","Flat","N","L","E","E09000001","532550.9176666667","181724.13466666665",
"d3ff2546-fd91-db67-58be-e95a80b3b185","b3519c0d-a0f4-a06d-48e0-9bd909229e1e","95515045","6525000","25193.050193050192","2018-07-13","Epc Domestic","7537889.75","29103.82","F","Flat","Y","L","H","E09000001","533304.562","180576.608",
"bdd649b8-f5c9-1fad-d8a2-1b3675fcf40d","0d729f42-f3f0-2eb5-e02f-9e133052a9af","95514609","750000","15306.122448979591","2017-12-27","Epc Domestic","901054.67","18388.87","F","Flat","N","L","F","E09000001","532029.077","181623.169",
"ba44ca32-f66c-241f-43a7-2ea0a28312b9","70da8256-e417-6d8c-339e-15cc880c3884","95514510","2000000","16528.92561983471","2017-06-23","Epc Domestic","2007843.57","16593.75","F","Flat","Y","L","G","E09000001","532131.354","181987.142",
"0c0b275c-26de-0045-de24-f3a53b25a238","1daae0b6-d58e-49bc-87f3-74dc44186887","200000069462","345000","3833.3333333333335","2000-01-21","Epc Domestic","1855383.91","20615.38","F","Flat","Y","L","G","E09000001","533446.659","180742.528",
"69274731-6c40-abb7-6a8c-847750fd9d90","0bcd23a8-af6c-ac95-38d1-5edf6b644ac7","95513129","1085000","14662.162162162162","2022-05-10","Epc Domestic","1263438.08","17073.49","F","Flat","N","L","F","E09000001","531244.162","181250.553",
"30fab0dc-7b60-01f3-3322-88c0915c744e","0ca8b461-92bf-a850-bf6f-0846f77fed01","200000073223","60000","1578.9473684210527","1995-04-05","Epc Domestic","725739.37","19098.4","F","Flat","N","L","D","E09000001","532203.694","181904.756",
"e7f375ed-a5af-bed0-81f9-607f56fdbb51","1a99c0cc-1628-0284-04ae-7887854278fb","95506166","495000","11250","2013-04-26","Epc Domestic","783734.78","17812.15","F","Flat","N","L","E","E09000001","531241.525","181407.025",
"dc945f60-5c5e-0cd2-7555-110e5bd71416","fb593fc1-897b-65ef-08be-752c36465659","95510779","510000","15937.5","2017-11-17","Epc Domestic","603230.91","18850.97","F","Flat","N","L","D","E09000001","532388.358","181865.999",
"9d43e22a-96a8-2283-9e9f-b5c8e1262abe","86462ce8-63a2-4d54-9235-95c689fa01b3","100022934478","210750","3572.0338983050847","1997-12-23","Epc Domestic","1514280.55","25665.77","F","Flat","N","L","F","E09000001","532216.853","181992.42",
"ab461e84-bb0a-0248-3009-62e8c6dc61ec","9234414c-e6a8-599d-71b5-0e7b1abf8d2a","200000073481","527500","9590.90909090909","2010-10-08","Epc Domestic","1081524.12","19664.07","F","Flat","N","L","E","E09000001","532297.846","181811.646",
"cf3176eb-3137-5262-a700-b52973681af2","0b3e44b1-5498-8f7a-256f-ab872e494c35","200000069189","82500","2062.5","1997-01-17","Epc Domestic","662249.24","16556.23","F","Flat","N","L","D","E09000001","532249.482","180805.924",
"97deabfc-49b9-e503-5210-b96e78284a3d","4cfdfc38-3d58-e16c-bd04-9f73c7c052a6","100020001278","250000","3378.3783783783783","2000-06-07","Epc Domestic","1178617.18","15927.26","F","Flat","N","L","","E09000001","533012.7093333333","180732.99233333333",
"cdeb7d2b-e15f-7e5f-40b4-a32cc9403674","f66fe1cc-2eea-cb6a-a2b0-34a020fa3306","100022924516","130000","3250","1996-06-18","Epc Domestic","1062691.67","26567.29","F","Flat","Y","L","F","E09000001","532064.108","181510.886",
"282c2f97-becb-cd50-029c-47b75ee68228","df7c7b56-c365-2ecd-ff1b-e5fa90c187f5","95500494","525000","9905.66037735849","2012-06-13","Epc Domestic","905012.51","17075.71","F","Flat","N","L","F","E09000001","532110.668","181638.855",
"c8954390-f300-12fe-fbf1-1ffa15787dff","df7c7b56-c365-2ecd-ff1b-e5fa90c187f5","95500444","150950","2959.8039215686276","2001-01-29","Epc Domestic","496068.05","9726.82","F","Flat","Y","L","E","E09000001","532110.668","181638.855",
"241e41fd-9b77-a0b6-4b48-91006d003571","773aaa9e-efeb-e25e-bc4f-f9578d35c55a","200000073284","330000","3548.3870967741937","2003-05-01","Epc Domestic","1081818.06","11632.45","F","Flat","N","L","F","E09000001","532141.566","181939.821",
"808cba2a-fe23-8fdd-8a83-31d31146478b","67d18c91-a0e7-dd9e-4d86-7c701ea4b3ba","95514640","1392000","16376.470588235294","2018-02-14","Epc Domestic","1661759.54","19550.11","F","Flat","Y","L","G","E09000001","532018.741","181688.305",
"e84fb0c4-e726-fd42-dfd9-acf5edf3920e","1ffbcef5-c323-494c-613b-c3aad0020857","100022936431","1700000","10691.82389937107","2006-09-26","Epc Domestic","4206176.92","26453.94","F","House","N","F","H","E09000001","532742.319","180837.644",
"fea8f39a-edcd-88d2-b6a3-ebd9bb64efa0","32152c42-a8bd-fadb-d7ee-17c20a5f15ad","95509833","385000","10131.578947368422","2007-07-24","Epc Domestic","769541.78","20251.1","F","Flat","N","L","E","E09000001","532074.934","181896.893",
"e0f42ed6-3b4b-b92f-2dce-313f089745b4","70da8256-e417-6d8c-339e-15cc880c3884","95514511","3700000","22981.36645962733","2017-04-20","Epc Domestic","3816318.33","23703.84","F","Maisonette","Y","L","H","E09000001","532131.354","181987.142",
"d4dca0de-cb0a-cf0a-da18-a099323f9f3a","9f2b3b45-07fa-be45-a873-f6490ff0d11c","100020000997","960000","12631.578947368422","2014-11-28","Epc Domestic","1177113.91","15488.34","F","Flat","N","L","G","E09000001","531821.542","181165.337",
"995fff98-f3b3-bbc5-c07d-ec0453b50ecc","3491308e-06a6-601e-1348-259d0ca6573e","95505211","5500000","995.114890537362","2019-09-18","Epc Non Domestic","6403731.27","1158.63","O","B1 Offices and Workshop businesses","N","L","","E09000001","532673.35","181456.95",
"59a5ad87-9d78-9485-6db6-e10ec9462fd7","d1a6d4d1-c9cc-3834-aab2-3e1347d5b31e","100020000933","191000","2581.0810810810813","1996-08-30","Epc Domestic","1562148.88","21110.12","F","House","Y","L","G","E09000001","532055.2815","181489.4545",
"1b53388a-0b85-0b15-b9ef-86d209781ec2","89717633-8860-783a-96a4-7e24b93c3cc3","200000074954","153000","6954.545454545455","2005-02-11","Epc Domestic","494636.75","22483.49","F","Flat","N","L","C","E09000001","532059.253","181708.416",
"8975f92c-b63a-9fee-b6bf-8fcc3e420e3b","a5f93411-7ce7-4afa-6009-d3fb820b7500","95505515","445000","5855.263157894737","2003-06-06","Epc Domestic","1555113.05","20462.01","F","Flat","Y","L","G","E09000001","531404.457","180970.353",
"7a2951e6-fb39-a327-2054-2b18a1115b43","b6e5ae59-afdd-9676-3cda-e90d91818b22","200000075115","155000","4558.823529411765","1999-11-24","Epc Domestic","826869.78","24319.7","F","Flat","N","L","","E09000001","531230.431","181211.494",
"001704ff-7be2-8d82-9c97-7201b7fe657d","a4a829cd-26bc-c680-5580-4f5f05afeb12","200000074191","375000","3504.6728971962616","1999-11-03","Epc Domestic","2000491.41","18696.18","F","Flat","N","L","G","E09000001","532264.1100000001","181864.835",
"8b545df3-b857-e977-6788-d1867cde0eda","f51abe52-6e35-034c-8959-7f11f158f2c3","95500547","1295000","12572.815533980582","2015-01-30","Epc Domestic","1545365.92","15003.55","F","Flat","N","L","G","E09000001","531712.044","181068.916",
"cfaf3a13-b294-dda7-25f8-923cbb0b00da","0fc02d01-f8b4-1084-3297-af534c476fbe","200000070731","1200000","10000","2016-09-26","Epc Domestic","1437665.67","11980.55","F","Flat","N","L","F","E09000001","533397.308","181180.489",
"5d6f9467-804e-c9a3-d678-d42e4232a526","9daa9cd5-83fc-c75d-cb22-e535b47a461b","200000073726","85000","2073.170731707317","1998-07-24","Epc Domestic","565627.67","13795.8","F","Flat","N","L","D","E09000001","532125.47","181906.986",
"c35f6898-540a-3efa-79d8-5529b03ae929","e2c62c28-172f-e553-723d-e4a4a87486fb","200000074895","395000","7900","2013-01-28","Epc Domestic","793702.24","15874.04","F","Flat","N","L","","E09000001","533685.155","180935.739",
"8977e49c-9d36-2e1f-61d4-a839c2271f16","a5f93411-7ce7-4afa-6009-d3fb820b7500","95505530","519950","6419.135802469136","2003-07-31","Epc Domestic","1865957.74","23036.52","F","Flat","Y","L","G","E09000001","531404.457","180970.353",
"f76b8107-a6f1-78a0-dd25-236aefc5221a","5775b0f0-715a-7a29-cbfa-cacb84e0e948","95514361","2280000","15302.013422818793","2018-11-16","Epc Domestic","2789079.42","18718.65","F","Flat","Y","L","G","E09000001","531980.464","181672.831",
"61c9c678-c6f9-b493-bb2f-fa8ecd1bca21","9a24559e-fbb0-1dca-995a-b1ef265c46f8","95505622","180000","3600","2004-01-28","Epc Domestic","514146.92","10282.94","F","Flat","N","L","E","E09000001","532398.385","180931.125",
"0a8c4fd4-6c38-677c-bb19-990e5a42c57a","86462ce8-63a2-4d54-9235-95c689fa01b3","100022934480","291000","4409.090909090909","2005-07-14","Epc Domestic","958139.18","14517.26","F","Flat","N","L","F","E09000001","532216.853","181992.42",
"266e5a31-5e95-3c0c-9111-7d5121fefcac","9234414c-e6a8-599d-71b5-0e7b1abf8d2a","200000073492","170000","2297.2972972972975","1999-10-29","Epc Domestic","971595.84","13129.67","F","Flat","N","L","E","E09000001","532297.846","181811.646",
"352138c9-62c8-5636-a23c-5790487d45b7","b3519c0d-a0f4-a06d-48e0-9bd909229e1e","95515036","6350000","21237.458193979932","2020-09-16","Epc Domestic","7416886.93","24805.64","F","Maisonette","Y","L","","E09000001","533304.562","180576.608",
"d40debd7-3575-02f3-3d5d-1663f25f0392","3fbb0cb3-0243-638d-a11b-ea106545059d","200000070490","280000","4179.104477611941","2000-06-22","Epc Domestic","1320051.24","19702.26","F","Flat","N","L","F","E09000001","532216.651","180812.792",
"e52821f3-950c-6712-5987-ff6b82758f6b","18f3851e-6388-88d7-9e00-a11c777e919d","100022951566","3491436","38367.42857142857","2015-06-24","Epc Non Domestic","4207354.83","46234.67","O","Retail","N","F","","E09000001","533429.341","181409.895",
"42513910-6f7b-f875-1128-bce84dafe3e7","d57b737b-0539-f274-4fb3-8f999ae6dfcc","200000072838","775000","11742.424242424242","2016-03-24","Epc Domestic","911982.3","13817.91","F","Flat","N","L","E","E09000001","532358.6555","181951.506",
"a94fb93d-b9fa-b387-005e-ed801f279e15","70da8256-e417-6d8c-339e-15cc880c3884","95514457","660000","13750","2017-06-09","Epc Domestic","662588.38","13803.92","F","Flat","Y","L","E","E09000001","532131.354","181987.142",
"58a21189-1555-ecf5-89d6-d8d1dabc6ec9","12c9e046-cc8d-d015-1b71-6facfcfb36a6","200000074079","53000","2208.3333333333335","1995-06-19","Epc Domestic","520334.94","21680.62","F","Flat","N","L","C","E09000001","532154.0275","181785.434",
"1d4d4252-6766-db82-f077-b6256ee0d874","05d0e8fe-af68-ed9d-5bd6-63e3d3a86f58","200000073143","70000","1750","1996-12-02","Epc Domestic","614226.68","15355.67","F","Flat","Y","L","D","E09000001","532372.2845000001","181984.0035",
"0f757121-e336-46e3-3695-9387b1ed7481","d57b737b-0539-f274-4fb3-8f999ae6dfcc","200000072977","505000","14027.777777777777","2021-06-25","Epc Domestic","610469.43","16957.48","F","Flat","N","L","D","E09000001","532358.6555","181951.506",
"6dd0390f-6db2-fd36-f1a7-e67d0edea378","7ba04699-80d6-69f8-0e18-da83bd4638f9","200000072004","249500","3417.8082191780823","1999-08-12","Epc Domestic","1449067.87","19850.24","F","Flat","Y","L","G","E09000001","531422.009","181265.122",
"ba7ec6db-22a8-c121-fac1-1564bb63d771","3c51b77a-2d5e-2ec1-c5ce-05e7d0bea855","200000074379","100000","1818.1818181818182","1995-10-27","Epc Domestic","862737.22","15686.13","F","Flat","N","L","E","E09000001","532141.566","181939.821",
"c3306ccc-2534-c42c-c925-56695f1c09c6","f31b6d4b-2a19-6dec-bfbb-2e0c208f92a8","95502550","422000","6492.307692307692","2007-09-26","Epc Domestic","850484.32","13084.37","F","Flat","N","L","F","E09000001","531766.912","181646.863",
"e183671b-8e3c-f48e-b6f7-7d09e271e64f","a9de93ee-6105-56b3-6b69-bed52cc48f65","","24860000","653.9523872155728","2018-11-30","Epc Non Domestic","30421799.37","800.26","O","Offices and Workshop Businesses","N","L","","E09000001","532370.848","180755.289",
"56a337e9-6ffe-13db-a0dc-42042c7bd97f","3c51b77a-2d5e-2ec1-c5ce-05e7d0bea855","200000074464","430000","8600","2010-06-11","Epc Domestic","938849.69","18776.99","F","Flat","N","L","E","E09000001","532141.566","181939.821",
"2946404c-cb3b-9869-9b38-2568b5cc11b7","4ed14c71-7fae-9556-44c7-f8c334de13bf","95514223","1365000","16851.85185185185","2016-11-28","Epc Domestic","1558986.02","19246.74","F","Flat","N","L","G","E09000001","531910.253","181678.153",
"f6c0e8e9-2357-a56b-cd11-0cd433d71fc6","a5f93411-7ce7-4afa-6009-d3fb820b7500","95505504","410000","6029.411764705882","2003-07-21","Epc Domestic","1471377.39","21637.9","F","Flat","Y","L","G","E09000001","531404.457","180970.353",
"afdea1db-e4b5-d496-f5be-0f05eea19755","5163f195-abc4-0507-33ee-4b8ecb551081","95514360","1713000","12323.741007194245","2020-08-28","Epc Domestic","1934697.19","13918.68","F","Flat","Y","L","G","E09000001","531980.464","181672.831",
"78fe1056-8d1e-f479-52ca-a2486ac431c2","83f7b454-6169-9524-f372-3295481ea02e","95510799","550000","15277.777777777777","2019-12-20","Epc Domestic","678525.07","18847.92","F","Flat","N","L","D","E09000001","532388.358","181865.999",
"7333b9ed-1ca5-c8f7-fa31-56c11e26a673","05d0e8fe-af68-ed9d-5bd6-63e3d3a86f58","200000073133","124000","4592.592592592592","2001-09-07","Epc Domestic","504048.76","18668.47","F","Flat","N","L","C","E09000001","532372.2845000001","181984.0035",
"1a1b442d-aa87-4d90-9fdb-e10c02714792","df7c7b56-c365-2ecd-ff1b-e5fa90c187f5","95500473","216950","4339","2001-02-19","Epc Domestic","1022832.59","20456.65","F","Flat","Y","L","E","E09000001","532110.668","181638.855",
"ea395ee7-97a0-3793-7819-3fa7ff15c738","d57b737b-0539-f274-4fb3-8f999ae6dfcc","200000073012","650000","6989.247311827957","2010-09-03","Epc Domestic","1334942.14","14354.22","F","Flat","N","L","F","E09000001","532358.6555","181951.506",
"4995c5cb-943e-2fdd-84e2-2720a31fa3a5","ba4bf857-8c00-2e11-e232-663e26e413da","200000075011","195000","3482.1428571428573","1999-03-29","Epc Domestic","1043395.59","18632.06","F","Flat","Y","L","F","E09000001","531984.523","181702.888",
"fd0385e5-8875-3519-23c2-7750970168e5","9234414c-e6a8-599d-71b5-0e7b1abf8d2a","200000073473","750000","10563.38028169014","2013-05-15","Epc Domestic","1213466.85","17091.08","F","Flat","N","L","E","E09000001","532297.846","181811.646",
"6ac4e385-eb3c-dedd-d3b5-de5db7a0edd5","10516257-277d-5867-6379-e18f62ee630e","95500626","730000","9480.51948051948","2018-11-28","Epc Domestic","892994.73","11597.33","F","Flat","N","L","F","E09000001","533516.1655","180875.65899999999",
"67b44790-9b6b-4c2c-42e6-8ad302a41baf","91981f4d-4a5b-1c41-95b4-ca948abcd449","95502656","210000","3500","2000-08-10","Epc Domestic","884044.8","14734.08","F","Flat","Y","L","E","E09000001","531355.373","181259.878",
"39f03451-2845-eae1-b357-309eb08afc88","b0e6673b-5fe0-61c4-01a3-6239f439b883","95514792","1320000","18082.19178082192","2018-10-11","Epc Domestic","1536816.39","21052.28","F","Flat","N","L","G","E09000001","532018.741","181688.305",
"6dc8f74c-7d90-976a-fb86-3f7cab2b0de2","5a1e430f-8c83-aebe-9a45-55882b8a7a6b","95513384","860000","12647.058823529413","2014-12-17","Epc Domestic","1039425.57","15285.67","F","Flat","Y","L","F","E09000001","532413.99","181650.495",
"91ce1d9a-1ae1-e426-0929-93a994cb7303","e7b433db-a9e5-fdac-39de-ef9ed993a035","95505830","250000","5952.380952380952","2003-07-31","Epc Domestic","897181.33","21361.46","F","Flat","Y","L","E","E09000001","531736.249","181561.631",
"116aa721-e683-c66d-8a6d-8cae96879305","a5f93411-7ce7-4afa-6009-d3fb820b7500","95505534","795000","11357.142857142857","2012-10-26","Epc Domestic","1425040.56","20357.72","F","Flat","N","L","G","E09000001","531404.457","180970.353",
"646f32ec-fe68-8609-323c-39c8b4fc9294","8bf3ea07-44be-c858-6a93-55373c39a625","200000073055","660000","5593.220338983051","2010-05-10","Epc Domestic","1357539.71","11504.57","T","House","N","L","E","E09000001","532505.448","181693.621",
"6a803828-2cfb-0715-81c3-44aa9c92a1e5","ee216b12-d3e7-4a2d-7d3d-960f8b7df203","200000071847","285000","3800","2001-10-26","Epc Domestic","1008829.21","13451.06","F","Maisonette","N","L","E","E09000001","532125.7253333332","182167.882",
"119e746f-ac86-f3fa-b78f-3639af9cefcc","12c9e046-cc8d-d015-1b71-6facfcfb36a6","200000074038","690000","9324.324324324325","2013-10-24","Epc Domestic","1223692.79","16536.39","F","Flat","N","L","E","E09000001","532154.0275","181785.434",
"34aaeef7-389c-566b-d911-d5d8a32df64e","d6548c63-aea4-c17d-314c-ac2e5274c183","95511974","1225000","13315.217391304348","2015-01-23","Epc Domestic","1461832.63","15889.49","F","Flat","N","L","G","E09000001","532491.003","180885.097",
"f3fcf06c-5916-345f-cb22-8223638ffc68","df7c7b56-c365-2ecd-ff1b-e5fa90c187f5","95500516","359950","3999.4444444444443","2001-03-14","Epc Domestic","1778748.49","19763.87","F","Flat","Y","L","G","E09000001","532110.668","181638.855",
"762be420-6679-36cf-5f85-b8bb287685f1","91ecbdb9-fe8b-044a-116c-518d0f0e881b","200000071517","85000","2125","1999-03-01","Epc Domestic","454813.46","11370.34","F","Flat","N","L","C","E09000001","532103.6585","182076.60249999998",
"ba707216-bd02-a34e-39f6-1a740e6b04c7","66247020-235f-3244-a7d4-95816df35ad4","95500779","286000","5200","2005-11-04","Epc Domestic","816174.53","14839.54","F","Flat","N","L","F","E09000001","531605.375","181161.275",
"27898d61-1d4c-85ab-ef32-7d7c2ce61659","eafc9f17-df58-8679-66f9-bef18d96bc69","100020001579","339000","8692.307692307691","2009-11-12","Epc Domestic","796144.75","20413.97","F","Flat","N","L","E","E09000001","531880.372","181710.272",
"81b3e6c6-ecfe-90af-581b-fd736189e696","0b3e44b1-5498-8f7a-256f-ab872e494c35","200000069207","320000","5423.728813559322","2011-05-06","Epc Domestic","651023.74","11034.3","F","Flat","N","L","E","E09000001","532249.482","180805.924",
"5ea4d7f2-9747-4134-6664-71feef4e71be","5cbba8ec-445b-bdb6-108c-4db6b5b8da32","200000072398","85000","2125","2015-12-18","Epc Domestic","111513.39","2787.83","O","Flat","N","L","F","E09000001","531901.131","181723.981",
"19080603-9ea2-265f-384a-e1b0ec7b1994","d1a6d4d1-c9cc-3834-aab2-3e1347d5b31e","100020000914","205000","2928.5714285714284","1996-08-21","Epc Domestic","1676651.94","23952.17","F","Flat","Y","L","G","E09000001","532055.2815","181489.4545",
"b4ba989d-9b44-11cc-27ef-83f5f22413ca","3fbb0cb3-0243-638d-a11b-ea106545059d","200000070452","200000","3333.3333333333335","2007-09-28","Epc Domestic","403073.14","6717.89","F","Flat","N","L","E","E09000001","532216.651","180812.792",
"760a7052-d69f-7ddc-c22d-70b5042a191c","88b0624a-92be-8726-6b66-70aecb5a0193","100022924536","225000","4326.923076923077","2000-06-15","Epc Domestic","1060755.46","20399.14","F","Flat","N","L","F","E09000001","532064.108","181510.886",
"20b9043d-6db6-a428-96c9-e4fbfa2c3b1d","05d0e8fe-af68-ed9d-5bd6-63e3d3a86f58","200000073115","250000","10000","2010-01-15","Epc Domestic","503069.72","20122.79","F","Flat","N","L","C","E09000001","532372.2845000001","181984.0035",
"f4c544fe-9ba1-2697-ce1b-cc375e64d068","a5f93411-7ce7-4afa-6009-d3fb820b7500","95505526","579950","5742.079207920792","2003-07-11","Epc Domestic","2081281.26","20606.75","F","Flat","Y","L","G","E09000001","531404.457","180970.353",
"86c2ea39-68e5-9ad4-d394-ad6fdbc44446","05d0e8fe-af68-ed9d-5bd6-63e3d3a86f58","200000073120","90000","2195.121951219512","1997-12-12","Epc Domestic","646667.85","15772.39","F","Flat","N","L","D","E09000001","532372.2845000001","181984.0035",
"7b6cfecd-09c1-bcdd-f587-3317d6ba210e","ede8c8cf-8266-9319-af66-5af05869cc3f","95506475","250000","7352.941176470588","2005-07-01","Epc Domestic","823143.63","24210.11","F","Flat","N","L","E","E09000001","531286.119","181443.88",
"2cff9585-efec-d599-74f6-2a72e0b8b924","9e34cef3-f191-8d32-c00c-68be17b768ef","100020001341","550000","10576.923076923076","2014-11-20","Epc Domestic","674388.18","12969","F","Flat","N","L","G","E09000001","531397.881","181297.224",
"0ae742b2-5362-4b2e-1b9a-82d7ef5b3af5","114965c0-8810-96ef-fe34-0f6d50edb1e1","95500679","475000","11309.52380952381","2014-04-07","Epc Domestic","667694.38","15897.49","F","House","N","L","E","E09000001","531816.985","181114.135",
"e06abfe3-e34e-a9fb-809b-e81d2828732a","5ef7748a-0dbb-0dcd-1589-b3fa2c2e8a4f","95505556","455000","6791.044776119403","2003-06-13","Epc Domestic","1590059.41","23732.23","F","Flat","Y","L","","E09000001","531405.569","180931.619",
"4905ac1e-6edc-ac3f-3c1d-06eafee51423","df7c7b56-c365-2ecd-ff1b-e5fa90c187f5","95509748","181950","3639","2001-02-07","Epc Domestic","857821.57","17156.43","F","Flat","Y","L","E","E09000001","532110.668","181638.855",
"f37516ff-0916-8332-e0b0-79e107671260","df5d2d47-0821-1f8d-dcd1-4d15bde6b0ab","95505467","174000","10875","2006-10-05","Epc Domestic","445040.92","27815.06","F","Flat","N","L","C","E09000001","531379.053","181149.423",
"15593c37-b76d-96c2-002f-e97fc08e5b03","3fbb0cb3-0243-638d-a11b-ea106545059d","200000070473","186995","3399.909090909091","2000-03-08","Epc Domestic","979692.92","17812.6","F","Flat","Y","L","E","E09000001","532216.651","180812.792",
"609750c4-b1d0-f73c-4a26-086a6fa1ea75","4ca6f044-6647-0f07-19d2-8a035950d3e1","95500908","292500","3611.1111111111113","2000-04-28","Epc Domestic","1492573.14","18426.83","F","Flat","N","L","F","E09000001","531843.487","181122.3275",
"9996eddb-7a18-615a-eb6b-9eb9229c721f","1472b185-b8d4-47f6-35c0-20fe109403be","100020001346","202500","2664.4736842105262","1998-03-27","Epc Domestic","1208606.81","15902.72","F","Flat","Y","L","G","E09000001","531397.881","181297.224",
"79d556a1-1528-aae8-4bad-cb0a9806a500","e01ecbc5-f68f-d3e8-b2c9-8a73b24bd6a1","200000072580","300000","9677.41935483871","2016-03-31","Epc Domestic","353025.41","11387.92","F","Flat","N","L","D","E09000001","532194.55","181295.85",
"d5febf51-0dd4-7c16-fd96-d5a8fdc12915","a010a32e-2a50-67fb-c709-ee8b2d319bde","95505914","840000","13333.333333333334","2017-10-20","Epc Domestic","959143.97","15224.51","F","Flat","N","L","F","E09000001","531736.249","181561.631",
"bf8a7a32-dd2d-0c9b-1996-9f3e825093f6","b3519c0d-a0f4-a06d-48e0-9bd909229e1e","95515040","1023000","17947.36842105263","2018-12-17","Epc Domestic","1177664.33","20660.78","F","Flat","Y","L","F","E09000001","533304.562","180576.608",
"1cd21fa6-11b1-3a71-3306-23f7faa8adc3","ba4bf857-8c00-2e11-e232-663e26e413da","200000074985","250000","5000","2002-10-24","Epc Domestic","858570.93","17171.42","F","Flat","N","L","F","E09000001","531984.523","181702.888",
"274f0ea4-aab3-0083-bb41-2b10037c028f","df7c7b56-c365-2ecd-ff1b-e5fa90c187f5","95500458","455000","7583.333333333333","2011-12-01","Epc Domestic","857131.36","14285.52","F","Flat","N","L","F","E09000001","532110.668","181638.855",
"609750c4-b1d0-f73c-4a26-086a6fa1ea75","4ca6f044-6647-0f07-19d2-8a035950d3e1","95500908","310000","3827.1604938271603","2002-03-01","Epc Domestic","1141225.22","14089.2","F","Flat","N","L","F","E09000001","531843.487","181122.3275",
"e77dbcdc-0c5e-6a89-3cf8-8ca6932573ff","165ff22e-a89d-7805-e7de-ba08434a04d0","95506809","490000","9245.283018867925","2014-02-21","Epc Domestic","706764.74","13335.18","F","Flat","N","L","E","E09000001","532184.701","180785.9255",
"e0268f7e-1ae1-17ee-f7b5-2459040c561d","c4cc0423-41f8-6e05-cda2-cff2d3a53a06","100020000430","156750","3073.529411764706","1996-11-18","Epc Domestic","1468189.45","28788.03","F","Flat","Y","L","E","E09000001","533395.7045","181156.139",
"8832f53f-11f4-db3b-8b93-2e34db0a2813","67d18c91-a0e7-dd9e-4d86-7c701ea4b3ba","95514637","1575000","16071.42857142857","2018-03-01","Epc Domestic","1988482.33","20290.64","F","Flat","Y","L","G","E09000001","532018.741","181688.305",
"94b53695-fbfa-cfdd-c540-2b0be74f8f03","3fbb0cb3-0243-638d-a11b-ea106545059d","200000070440","220000","3928.5714285714284","2001-12-18","Epc Domestic","567292.27","10130.22","F","Flat","N","L","F","E09000001","532216.651","180812.792",
"f6feefe8-f399-2540-7560-a59f35e3ab32","79913ac2-cbcd-b64b-20d2-b9c42cb2e09b","200000070647","195000","9285.714285714286","2005-04-15","Epc Domestic","573766.33","27322.21","F","Flat","N","L","D","E09000001","531890.035","181698.138",
"2d3e4e0f-19d4-5f1c-85e3-108f352d2c30","f31b6d4b-2a19-6dec-bfbb-2e0c208f92a8","95502548","250000","5681.818181818182","2004-10-06","Epc Domestic","805317.19","18302.66","F","Flat","N","L","E","E09000001","531766.912","181646.863",
"a1c00b20-ef17-cae2-626c-b8e9c94f9f50","f51abe52-6e35-034c-8959-7f11f158f2c3","95500546","279500","4818.9655172413795","2002-09-10","Epc Domestic","942225.74","16245.27","F","Flat","N","L","F","E09000001","531712.044","181068.916",
"15410d2e-8c77-bbf7-4d7b-bb9ef0399f18","9daa9cd5-83fc-c75d-cb22-e535b47a461b","200000073736","440000","16296.296296296296","2016-04-29","Epc Domestic","510978.23","18925.12","F","Flat","N","L","C","E09000001","532125.47","181906.986",
"565e8688-f158-dbf8-ea7b-7292755a6d57","3fbb0cb3-0243-638d-a11b-ea106545059d","200000070477","153000","3642.8571428571427","2000-03-08","Epc Domestic","801588.37","19085.44","F","Flat","Y","L","E","E09000001","532216.651","180812.792",
